category,title_group,english_level,it_experience_years,salary_usd
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3150.0
Design,Senior-level,Advanced,6.0,3400.0
Software Engineer,Tech leadership,Upper-Intermediate,13.0,7000.0
Management,Tech leadership,Advanced,5.0,4600.0
Management,Management,Advanced,12.0,4900.0
DevOps,Entry-level,Pre-Intermediate,1.0,800.0
Design,Mid-level,Upper-Intermediate,4.0,2500.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,4250.0
Quality Assurance,Management,Pre-Intermediate,9.0,5000.0
Software Engineer,Mid-level,Intermediate,3.0,2100.0
Other,Mid-level,Intermediate,7.0,1700.0
Software Engineer,Senior-level,Intermediate,7.0,4000.0
Analyst,Entry-level,Upper-Intermediate,1.5,1100.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,3450.0
Quality Assurance,Mid-level,Intermediate,4.0,3000.0
Management,Entry-level,Advanced,1.5,1450.0
Analyst,Entry-level,Upper-Intermediate,1.0,1300.0
Design,Mid-level,Intermediate,5.0,2200.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,3200.0
Quality Assurance,Mid-level,Intermediate,6.0,1800.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,2700.0
Software Engineer,Senior-level,Intermediate,7.0,4500.0
Quality Assurance,Mid-level,Advanced,3.0,2700.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1400.0
Management,Mid-level,Advanced,1.5,2450.0
Customer Support,Entry-level,Intermediate,3.0,900.0
Design,Entry-level,Pre-Intermediate,0.5,900.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,6500.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,3200.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1000.0
Technical Writing,Entry-level,Upper-Intermediate,0.25,650.0
Management,Mid-level,Upper-Intermediate,4.0,2000.0
Software Engineer,Entry-level,Intermediate,2.0,1350.0
Quality Assurance,Mid-level,Intermediate,4.0,2350.0
Quality Assurance,Mid-level,Advanced,5.0,3200.0
Sales,Management,Advanced,9.0,5000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,3000.0
SysAdmin,Mid-level,Intermediate,3.0,1600.0
Management,Mid-level,Upper-Intermediate,4.0,2350.0
DevOps,Mid-level,Intermediate,5.0,3500.0
Marketing,Management,Upper-Intermediate,5.0,4600.0
DevOps,Senior-level,Upper-Intermediate,5.0,4500.0
DevOps,IC-high,Upper-Intermediate,9.0,6300.0
Quality Assurance,Mid-level,Pre-Intermediate,6.0,1700.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,1860.0
HR,Senior-level,Upper-Intermediate,6.0,4000.0
DevOps,Mid-level,Advanced,3.0,3500.0
Management,Mid-level,Upper-Intermediate,4.0,3000.0
HR,Mid-level,Pre-Intermediate,7.0,1500.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,4000.0
Quality Assurance,Mid-level,Elementary,4.0,1500.0
Software Engineer,Tech leadership,Upper-Intermediate,9.0,6600.0
Quality Assurance,Mid-level,Intermediate,3.0,1500.0
Quality Assurance,Senior-level,Upper-Intermediate,11.0,2600.0
HR,Entry-level,Pre-Intermediate,2.0,1500.0
Analyst,Mid-level,Upper-Intermediate,3.0,2800.0
Software Engineer,Entry-level,Intermediate,1.0,920.0
Design,Entry-level,Upper-Intermediate,1.5,1000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,3800.0
Quality Assurance,Mid-level,Intermediate,1.0,2000.0
HR,Management,Intermediate,10.0,3500.0
Software Engineer,Mid-level,Intermediate,5.0,2500.0
Quality Assurance,Senior-level,Intermediate,7.0,3700.0
Quality Assurance,Senior-level,Intermediate,6.0,2800.0
Management,Entry-level,I don't know,1.0,1500.0
Software Engineer,Senior-level,Upper-Intermediate,14.0,5400.0
Data Scientist,Senior-level,Upper-Intermediate,7.0,7200.0
Software Engineer,Tech leadership,Intermediate,8.0,4888.0
Quality Assurance,Tech leadership,Advanced,18.0,8500.0
DevOps,Mid-level,Advanced,3.0,2400.0
Analyst,Tech leadership,Advanced,7.0,5600.0
Analyst,Senior-level,Advanced,6.0,7500.0
Quality Assurance,Entry-level,Intermediate,2.0,1000.0
Software Engineer,Senior-level,Intermediate,4.0,4500.0
Quality Assurance,Mid-level,Upper-Intermediate,1.5,2300.0
Quality Assurance,Entry-level,Intermediate,1.0,1150.0
Quality Assurance,Senior-level,Intermediate,6.0,2650.0
Other,Tech leadership,Advanced,20.0,7500.0
Design,Mid-level,Upper-Intermediate,6.0,2200.0
Software Engineer,Senior-level,Intermediate,8.0,3100.0
Management,Management,Advanced,10.0,5000.0
Analyst,Entry-level,Upper-Intermediate,1.5,650.0
Quality Assurance,Entry-level,Intermediate,1.5,1460.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,3500.0
Data Scientist,Entry-level,Upper-Intermediate,0.5,772.0
Quality Assurance,Mid-level,Intermediate,4.0,1500.0
Analyst,Entry-level,Upper-Intermediate,0.25,1300.0
Quality Assurance,IC-high,Intermediate,10.0,5600.0
Marketing,Senior-level,Upper-Intermediate,12.0,8000.0
Quality Assurance,Mid-level,Pre-Intermediate,7.0,2400.0
Sales,Management,Advanced,8.0,5000.0
Software Engineer,Entry-level,Pre-Intermediate,1.0,930.0
Management,Mid-level,Upper-Intermediate,3.0,2500.0
Software Engineer,Mid-level,Intermediate,4.0,2154.0
Software Engineer,Senior-level,Pre-Intermediate,9.0,2600.0
Software Engineer,Senior-level,Intermediate,4.0,3500.0
Management,Management,Upper-Intermediate,8.0,4500.0
Software Engineer,Senior-level,Intermediate,6.0,5250.0
Analyst,Entry-level,Intermediate,0.1,1000.0
Design,Entry-level,Intermediate,1.0,700.0
Quality Assurance,Management,Upper-Intermediate,14.0,6500.0
Software Engineer,Senior-level,Intermediate,7.0,7000.0
Software Engineer,Entry-level,Intermediate,1.5,1150.0
Other,Mid-level,Upper-Intermediate,6.0,2200.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,2600.0
Analyst,Tech leadership,Advanced,9.0,5500.0
Management,Tech leadership,Upper-Intermediate,5.0,7000.0
Quality Assurance,Entry-level,Intermediate,2.0,1000.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,5000.0
Data Scientist,Entry-level,Upper-Intermediate,1.0,900.0
Software Engineer,Tech leadership,Intermediate,4.0,6500.0
Quality Assurance,Entry-level,Intermediate,3.0,1050.0
HR,Senior-level,Upper-Intermediate,8.0,3000.0
Software Engineer,Entry-level,Upper-Intermediate,1.0,525.0
Quality Assurance,Entry-level,Elementary,1.0,625.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,2900.0
Quality Assurance,Entry-level,Intermediate,2.0,1500.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,6500.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,4600.0
Analyst,Senior-level,Pre-Intermediate,8.0,3115.0
HR,Mid-level,Intermediate,5.0,1500.0
Quality Assurance,Senior-level,Advanced,12.0,6064.0
Management,Management,Upper-Intermediate,12.0,4000.0
Data Scientist,Senior-level,Upper-Intermediate,3.0,3000.0
Management,Management,Advanced,5.0,8000.0
Software Engineer,Entry-level,Intermediate,1.5,1400.0
Marketing,Mid-level,Upper-Intermediate,2.0,1400.0
Marketing,Senior-level,Upper-Intermediate,4.0,3800.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,4200.0
Data Scientist,Mid-level,Upper-Intermediate,1.0,3000.0
Quality Assurance,Senior-level,Upper-Intermediate,4.0,2500.0
Quality Assurance,Senior-level,Advanced,9.0,3598.0
Management,Mid-level,Pre-Intermediate,5.0,3700.0
Marketing,Mid-level,Advanced,3.0,2000.0
Analyst,Entry-level,Upper-Intermediate,0.5,1000.0
DevOps,Mid-level,Upper-Intermediate,3.0,3240.0
DevOps,Senior-level,Upper-Intermediate,7.0,6000.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1650.0
Design,Mid-level,Upper-Intermediate,4.0,2800.0
Management,Entry-level,Upper-Intermediate,0.5,1500.0
Quality Assurance,Senior-level,Intermediate,5.0,3200.0
Analyst,Mid-level,Elementary,2.0,1321.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1667.0
HR,Senior-level,Upper-Intermediate,9.0,3000.0
Analyst,Entry-level,Pre-Intermediate,1.0,600.0
Software Engineer,Mid-level,Intermediate,4.0,3200.0
Management,Entry-level,Intermediate,0.5,520.0
Analyst,Entry-level,Upper-Intermediate,0.5,1500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2200.0
Management,Management,Upper-Intermediate,6.0,10000.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,2700.0
Analyst,Mid-level,Advanced,4.0,2100.0
Software Engineer,Mid-level,Intermediate,2.0,2600.0
Analyst,Mid-level,Intermediate,5.0,2500.0
Software Engineer,Mid-level,Intermediate,3.0,1500.0
Other,Mid-level,Pre-Intermediate,3.0,1550.0
Quality Assurance,Entry-level,Intermediate,0.25,1100.0
Quality Assurance,Tech leadership,Upper-Intermediate,10.0,8000.0
DevOps,Mid-level,Pre-Intermediate,7.0,3200.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1500.0
Management,Entry-level,Upper-Intermediate,0.1,400.0
DevOps,Tech leadership,Upper-Intermediate,4.0,8000.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,7000.0
Software Engineer,Tech leadership,Upper-Intermediate,6.0,4900.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,1598.0
Software Engineer,Senior-level,Advanced,8.0,3000.0
Software Engineer,Mid-level,Upper-Intermediate,7.0,2000.0
Design,Entry-level,Intermediate,3.0,400.0
DevOps,Senior-level,Upper-Intermediate,4.0,4500.0
Quality Assurance,Senior-level,Intermediate,10.0,3100.0
Software Engineer,Tech leadership,Intermediate,6.0,5000.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2200.0
Software Engineer,Entry-level,Advanced,1.0,500.0
Management,Senior-level,Pre-Intermediate,3.0,3500.0
Design,Entry-level,Advanced,2.0,600.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,3000.0
Analyst,Mid-level,Intermediate,2.0,2300.0
Software Engineer,Mid-level,Advanced,3.0,1800.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3000.0
Software Engineer,Senior-level,Intermediate,13.0,4898.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,6500.0
SysAdmin,Entry-level,Pre-Intermediate,0.5,550.0
Software Engineer,Senior-level,Upper-Intermediate,13.0,5700.0
Management,Entry-level,Advanced,0.5,1000.0
Data Scientist,Senior-level,Upper-Intermediate,4.0,4600.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,5800.0
Quality Assurance,Executive,Upper-Intermediate,14.0,7000.0
Analyst,Mid-level,Intermediate,4.0,2030.0
Software Engineer,Entry-level,Advanced,3.0,1150.0
Design,Mid-level,Pre-Intermediate,3.0,1200.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,3750.0
DevOps,Mid-level,Upper-Intermediate,3.0,2300.0
Quality Assurance,Senior-level,Intermediate,7.0,3400.0
Management,Management,Advanced,9.0,4500.0
Quality Assurance,Mid-level,Intermediate,5.0,1600.0
DevOps,Mid-level,Pre-Intermediate,4.0,3700.0
Security,Management,Upper-Intermediate,18.0,4000.0
Management,Management,Upper-Intermediate,10.0,5500.0
Quality Assurance,Mid-level,Intermediate,6.0,2450.0
Management,Management,Upper-Intermediate,4.0,3600.0
Management,Mid-level,Advanced,3.0,2000.0
Software Engineer,Tech leadership,Upper-Intermediate,10.0,5500.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2300.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,3000.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,5300.0
Management,Entry-level,Upper-Intermediate,0.1,1100.0
Marketing,Senior-level,Upper-Intermediate,12.0,3000.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1800.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,5300.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,2800.0
SysAdmin,Entry-level,Upper-Intermediate,1.5,680.0
Data Scientist,Mid-level,Intermediate,4.0,2000.0
Design,Tech leadership,Intermediate,5.0,4000.0
Other,Mid-level,Intermediate,3.0,1600.0
Data Scientist,Mid-level,Intermediate,3.0,3500.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,1800.0
Analyst,Mid-level,Upper-Intermediate,6.0,3200.0
Marketing,Mid-level,Upper-Intermediate,3.0,1300.0
Quality Assurance,Senior-level,Intermediate,10.0,3800.0
Analyst,Entry-level,Upper-Intermediate,1.5,1000.0
DevOps,Mid-level,Pre-Intermediate,3.0,3900.0
Software Engineer,Senior-level,Advanced,11.0,6349.0
Quality Assurance,Management,Intermediate,11.0,3500.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2683.75
Quality Assurance,Senior-level,Intermediate,6.0,3200.0
Design,Entry-level,Pre-Intermediate,1.5,1000.0
DevOps,Mid-level,Upper-Intermediate,5.0,3800.0
Other,Mid-level,Advanced,3.0,2085.0
Software Engineer,Mid-level,Intermediate,4.0,2500.0
Analyst,Mid-level,Advanced,3.0,2500.0
Analyst,Mid-level,Elementary,1.5,1250.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3800.0
Management,Management,Upper-Intermediate,9.0,8000.0
Software Engineer,Entry-level,Pre-Intermediate,1.5,950.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,5000.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,2700.0
Management,Mid-level,Upper-Intermediate,4.0,2800.0
Data Scientist,Senior-level,Upper-Intermediate,11.0,7200.0
Other,Management,Intermediate,4.0,4150.0
Quality Assurance,Entry-level,Intermediate,1.0,650.0
Security,Entry-level,Intermediate,2.0,1261.0
Software Engineer,Mid-level,Intermediate,4.0,1930.0
HR,Mid-level,Intermediate,4.0,1215.0
Quality Assurance,Tech leadership,Upper-Intermediate,7.0,3500.0
Analyst,Entry-level,Elementary,1.0,1200.0
Software Engineer,Senior-level,Intermediate,13.0,5000.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,6000.0
Marketing,Senior-level,Intermediate,4.0,2500.0
DevOps,Mid-level,Upper-Intermediate,4.0,2600.0
Management,Senior-level,Upper-Intermediate,7.0,3720.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,3000.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,700.0
SysAdmin,Senior-level,Intermediate,10.0,2860.0
Software Engineer,Tech leadership,Upper-Intermediate,8.0,4500.0
Quality Assurance,Senior-level,Upper-Intermediate,11.0,3150.0
Quality Assurance,Entry-level,Elementary,1.5,1000.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,5166.0
Quality Assurance,Management,Upper-Intermediate,9.0,8500.0
Other,Mid-level,Advanced,3.0,2500.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4500.0
Software Engineer,Entry-level,Pre-Intermediate,2.0,1100.0
Marketing,Entry-level,Pre-Intermediate,3.0,1500.0
Data Scientist,Mid-level,Upper-Intermediate,2.0,3500.0
Customer Support,Mid-level,Upper-Intermediate,3.0,1500.0
Design,Mid-level,Intermediate,4.0,1500.0
Management,Mid-level,Intermediate,2.0,3870.0
Software Engineer,Entry-level,Pre-Intermediate,2.0,840.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,3200.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,3900.0
DevOps,Senior-level,Pre-Intermediate,10.0,4000.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3600.0
Analyst,Mid-level,Pre-Intermediate,4.0,2500.0
Quality Assurance,Mid-level,Intermediate,4.0,1800.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,7600.0
DevOps,Senior-level,Upper-Intermediate,5.0,5300.0
DevOps,Senior-level,Upper-Intermediate,4.0,5500.0
Marketing,Entry-level,Pre-Intermediate,0.5,700.0
Management,Mid-level,Intermediate,2.0,1200.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,4500.0
Management,Mid-level,Upper-Intermediate,5.0,2700.0
Marketing,Mid-level,Advanced,2.0,3000.0
Quality Assurance,Tech leadership,Advanced,10.0,5500.0
Quality Assurance,Senior-level,Upper-Intermediate,3.0,4000.0
Software Engineer,Tech leadership,Intermediate,9.0,3750.0
Software Engineer,Mid-level,Pre-Intermediate,4.0,1800.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,3000.0
HR,Senior-level,Upper-Intermediate,6.0,2620.0
Analyst,Mid-level,Pre-Intermediate,2.0,2500.0
DevOps,Senior-level,Intermediate,4.0,5100.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2950.0
Software Engineer,Tech leadership,Upper-Intermediate,5.0,3800.0
Analyst,Mid-level,Intermediate,2.0,2800.0
Design,Senior-level,Advanced,10.0,2850.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,4000.0
Software Engineer,Mid-level,Advanced,5.0,3500.0
Quality Assurance,Senior-level,Upper-Intermediate,4.0,5250.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2100.0
Quality Assurance,Tech leadership,Intermediate,5.0,4700.0
Design,Mid-level,Upper-Intermediate,5.0,1900.0
DevOps,Senior-level,Intermediate,7.0,5500.0
DevOps,Mid-level,Upper-Intermediate,3.0,1700.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4100.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,4000.0
Management,Mid-level,Upper-Intermediate,3.0,3008.0
Software Engineer,Senior-level,Intermediate,8.0,5200.0
Quality Assurance,Senior-level,Intermediate,5.0,3200.0
Software Engineer,Senior-level,Intermediate,10.0,2500.0
Quality Assurance,Entry-level,Intermediate,2.0,800.0
Analyst,Mid-level,Advanced,4.0,3000.0
Software Engineer,Mid-level,Intermediate,3.0,1200.0
Marketing,Entry-level,Upper-Intermediate,3.0,1128.0
HR,Management,Upper-Intermediate,5.0,3700.0
Data Scientist,Mid-level,Intermediate,2.0,2200.0
Data Scientist,Senior-level,Elementary,4.0,4150.0
Software Engineer,Senior-level,Pre-Intermediate,6.0,4600.0
Marketing,Entry-level,Intermediate,2.0,1180.0
Quality Assurance,Mid-level,Intermediate,4.0,2000.0
Software Engineer,Entry-level,Intermediate,3.0,1050.0
Software Engineer,Mid-level,Advanced,3.0,1400.0
Quality Assurance,Mid-level,Intermediate,3.0,1650.0
Management,Mid-level,Upper-Intermediate,2.0,1800.0
Design,Entry-level,Upper-Intermediate,1.0,700.0
Analyst,Mid-level,Upper-Intermediate,2.0,1700.0
DevOps,Mid-level,Intermediate,3.0,1450.0
Software Engineer,Mid-level,Intermediate,3.0,2700.0
Other,Entry-level,Pre-Intermediate,1.0,1000.0
DevOps,IC-high,Intermediate,6.0,8800.0
Data Scientist,Tech leadership,Upper-Intermediate,11.0,4300.0
Management,Executive,Upper-Intermediate,10.0,12000.0
DevOps,Mid-level,Intermediate,5.0,2000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2100.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1500.0
Design,Senior-level,Upper-Intermediate,6.0,2960.0
Analyst,Senior-level,Upper-Intermediate,4.0,4100.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1400.0
Quality Assurance,Entry-level,Pre-Intermediate,0.25,550.0
Management,Mid-level,Upper-Intermediate,2.0,1600.0
Marketing,Mid-level,Advanced,3.0,1200.0
Quality Assurance,Senior-level,Intermediate,5.0,2500.0
Management,Entry-level,Intermediate,1.5,900.0
Software Engineer,Senior-level,Intermediate,8.0,3000.0
Software Engineer,Mid-level,Intermediate,4.0,1800.0
Management,Senior-level,Upper-Intermediate,5.0,2500.0
Software Engineer,Mid-level,Intermediate,5.0,1200.0
Data Scientist,Management,Advanced,7.0,7500.0
Customer Support,Entry-level,Pre-Intermediate,0.25,500.0
Software Engineer,Mid-level,Intermediate,3.0,2400.0
Management,Mid-level,Upper-Intermediate,1.0,2650.0
Quality Assurance,Management,Intermediate,9.0,8700.0
Other,Senior-level,Advanced,7.0,3800.0
Design,Entry-level,Advanced,0.5,920.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,4000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1560.0
Quality Assurance,Mid-level,Advanced,4.0,1553.0
DevOps,Tech leadership,Intermediate,18.0,7300.0
Quality Assurance,Tech leadership,Advanced,18.0,3800.0
Quality Assurance,Mid-level,Intermediate,1.5,2400.0
Analyst,Entry-level,Advanced,0.1,620.0
Management,Management,Advanced,8.0,4000.0
Software Engineer,Entry-level,Upper-Intermediate,0.5,428.0
Data Scientist,Mid-level,Upper-Intermediate,3.0,2800.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1490.0
Software Engineer,Mid-level,Intermediate,7.0,2500.0
DevOps,Senior-level,Intermediate,5.0,5500.0
Quality Assurance,Mid-level,Intermediate,4.0,1300.0
Data Scientist,Mid-level,Upper-Intermediate,3.0,2800.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2800.0
Software Engineer,Mid-level,Pre-Intermediate,3.0,2000.0
Security,Senior-level,Upper-Intermediate,10.0,7000.0
Quality Assurance,Tech leadership,Upper-Intermediate,6.0,3920.0
Design,Mid-level,Upper-Intermediate,5.0,1890.0
Quality Assurance,Mid-level,Intermediate,3.0,1300.0
Design,Entry-level,Intermediate,0.1,700.0
DevOps,Senior-level,Upper-Intermediate,13.0,8000.0
Quality Assurance,Entry-level,Upper-Intermediate,2.0,1000.0
Quality Assurance,Tech leadership,Advanced,14.0,4700.0
Design,Senior-level,Upper-Intermediate,5.0,3900.0
Management,Mid-level,Advanced,6.0,3960.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4000.0
Quality Assurance,Entry-level,Pre-Intermediate,2.0,1400.0
Data Scientist,Entry-level,Upper-Intermediate,1.5,800.0
